model,p,algo,time,epc
SW,0.5,GRASP,14.742862216000503,708.3639
SW,0.5,GRASP + Local Search,13.083818729995984,703.2978
SW,0.5,GRASP + Path Relinking,18.22414228900016,760.84155
SW,0.5,GRASP + Path Relinking + Local Search,20.65404917400156,699.9948
SW,0.5,GNN (1 shot),0.0394546919997083,1079.70075
SW,0.5,GNN (1 shot) + Local Search,14.489751804001571,709.67745
SW,0.5,Greedy GNN,0.1325448950010468,1042.74585
SW,0.5,Greedy GNN + Local Search,32.01716736399976,704.1159
SW,0.6,Degree-based,0.0316396899943356,2139.01155
SW,0.6,Betweenness,0.0363856019976083,2107.89675
SW,0.6,PageRank,0.0325501359984627,2134.01925
SW,0.6,Greedy,1.4501540870041936,1974.31695
SW,0.6,Greedy + Local Search,37.11762483699568,1638.81135
SW,0.6,Greedy with MIS,3.9915569970034994,2080.6083
SW,0.6,Greedy with MIS + Local Search,24.514819251999143,1641.9753
SW,0.6,REGA,0.8901750130025903,2232.2448
SW,0.6,REGA + Local Search,45.56137146800029,1635.8679
SW,0.6,GRASP,20.84410558500531,1802.2239
SW,0.6,GRASP + Local Search,75.96376013099507,1612.02105
SW,0.6,GRASP + Path Relinking,25.25910613000451,1823.3946
SW,0.6,GRASP + Path Relinking + Local Search,41.32889714500197,1608.88725
SW,0.6,GNN (1 shot),0.0539869159983936,2246.34555
SW,0.6,GNN (1 shot) + Local Search,24.48161781800445,1644.48135
SW,0.6,Greedy GNN,0.1674660160060739,2221.01235
SW,0.6,Greedy GNN + Local Search,36.25383791299828,1635.696
SW,0.7,Degree-based,0.039766857997165,3144.6027
SW,0.7,Betweenness,0.048649190001015,3150.8739
SW,0.7,PageRank,0.0339897310041124,3134.8485
SW,0.7,Greedy,0.794058182000299,3098.52765
SW,0.7,Greedy + Local Search,52.31923888700112,2265.5322
SW,0.7,Greedy with MIS,5.847896515006141,2914.97805
SW,0.7,Greedy with MIS + Local Search,19.81674090800516,2414.0304
SW,0.7,REGA,1.2345846369935316,3110.6412
SW,0.7,REGA + Local Search,61.77746892999858,2261.85345
SW,0.7,GRASP,24.00635246499587,2662.1172
SW,0.7,GRASP + Local Search,59.33193240000401,2261.3409
SW,0.7,GRASP + Path Relinking,21.367839140999425,2863.49625
SW,0.7,GRASP + Path Relinking + Local Search,52.174227408999286,2206.59075
SW,0.7,GNN (1 shot),0.0594146619987441,3136.51305
SW,0.7,GNN (1 shot) + Local Search,27.913030092000557,2698.74585
SW,0.7,Greedy GNN,0.1693834809993859,3148.2657
SW,0.7,Greedy GNN + Local Search,40.904678491002414,2366.4015
SW,0.8,Degree-based,0.0337337410019245,3635.34165
SW,0.8,Betweenness,0.0468998270007432,3701.15055
SW,0.8,PageRank,0.0407018660043831,3634.23645
SW,0.8,Greedy,2.383937889004301,3548.5506
SW,0.8,Greedy + Local Search,63.25145591099863,2904.23475
SW,0.8,Greedy with MIS,1.651868763998209,3671.9658
SW,0.8,Greedy with MIS + Local Search,13.416607204999307,2584.3248
SW,0.8,REGA,2.40475184800016,3609.3429
SW,0.8,REGA + Local Search,37.78806042799988,2494.43415
SW,0.8,GRASP,20.49655728600192,3072.91635
SW,0.8,GRASP + Local Search,57.48518188000162,2520.9333
SW,0.8,GRASP + Path Relinking,30.24868560499453,3196.8018
SW,0.8,GRASP + Path Relinking + Local Search,107.48260473400296,2517.5331
SW,0.8,GNN (1 shot),0.0565376909944461,3531.19995
SW,0.8,GNN (1 shot) + Local Search,58.38129267200566,2605.61385
SW,0.8,Greedy GNN,0.1670224950066767,3543.34725
SW,0.8,Greedy GNN + Local Search,29.38946990900149,2785.99185
SW,0.9,Degree-based,0.036433023000427,3838.51035
SW,0.9,Betweenness,0.062762544999714,3925.50255
SW,0.9,PageRank,0.0320901140003115,3838.59225
SW,0.9,Greedy,1.1111382829985814,3538.9143
SW,0.9,Greedy + Local Search,88.6420636699986,2565.7479
SW,0.9,Greedy with MIS,1.055482966999989,3269.1195
SW,0.9,Greedy with MIS + Local Search,25.6571401120018,3286.79775
SW,0.9,REGA,5.261828926995804,3895.84935
SW,0.9,REGA + Local Search,47.047436800996365,2669.34105
SW,0.9,GRASP,27.615727131000316,3467.94435
SW,0.9,GRASP + Local Search,30.23558061600488,3391.24815
SW,0.9,GRASP + Path Relinking,25.87050247900333,3549.95145
SW,0.9,GRASP + Path Relinking + Local Search,39.66051871600212,3314.78685
SW,0.9,GNN (1 shot),0.0555685520012048,3686.5341
SW,0.9,GNN (1 shot) + Local Search,73.96263444999931,3005.5329
SW,0.9,Greedy GNN,0.1633809549966827,3695.5188
SW,0.9,Greedy GNN + Local Search,37.0652563420008,2888.2539
SW,1.0,Degree-based,0.0238950200000545,3914.6976
SW,1.0,Betweenness,0.0352523620022111,4005.0
SW,1.0,PageRank,0.0242290829992271,3915.0936
SW,1.0,Greedy,3.683467841998208,3918.5388
SW,1.0,Greedy + Local Search,63.13160065600096,2696.12865
SW,1.0,Greedy with MIS,2.236074019005173,3916.44
SW,1.0,Greedy with MIS + Local Search,39.43179793099989,3489.52005
SW,1.0,REGA,8.416341210002429,4005.0
SW,1.0,REGA + Local Search,27.62603708700044,2692.13985
SW,1.0,GRASP,23.564485729002627,3739.581
SW,1.0,GRASP + Local Search,47.06949627400172,3654.82575
SW,1.0,GRASP + Path Relinking,21.330720418001874,3827.02995
SW,1.0,GRASP + Path Relinking + Local Search,48.62062041800528,3743.3403
SW,1.0,GNN (1 shot),0.0581880690006073,3739.7745
SW,1.0,GNN (1 shot) + Local Search,14.418484567002452,3488.56785
SW,1.0,Greedy GNN,0.1479379239972331,3739.8906
SW,1.0,Greedy GNN + Local Search,19.373450242004765,3568.2444
